,symboling,normalized-losses,num-of-doors,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,horsepower-binned,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo,make_alfa-romero,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_fwd,drive-wheels_rwd,engine-location_front,engine-location_rear,engine-type_dohc,engine-type_dohcv,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi
134,3,150.00,2,99.10,186.60,66.50,56.10,2707,4,121,2.54,2.66,9.30,110,5250,21.00,28.00,15040,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
135,2,104.00,4,99.10,186.60,66.50,56.10,2758,4,121,3.54,3.07,9.30,110,5250,21.00,28.00,15510,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
136,3,150.00,2,99.10,186.60,66.50,56.10,2808,4,121,3.54,3.07,9.00,160,5500,19.00,26.00,18150,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137,2,104.00,4,99.10,186.60,66.50,56.10,2847,4,121,3.54,3.07,9.00,160,5500,19.00,26.00,18620,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
138,2,83.00,2,93.70,156.90,63.40,53.70,2050,4,97,3.62,2.66,9.00,69,4900,31.00,36.00,5118,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
139,2,83.00,2,93.70,157.90,63.60,53.70,2120,4,108,3.62,2.66,8.70,73,4400,26.00,31.00,7053,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
140,2,83.00,2,93.30,157.30,63.80,55.70,2240,4,108,3.62,2.66,8.70,73,4400,26.00,31.00,7603,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
141,0,102.00,4,97.20,172.00,65.40,52.50,2145,4,108,3.62,2.66,9.50,82,4800,32.00,37.00,7126,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
142,0,102.00,4,97.20,172.00,65.40,52.50,2190,4,108,3.62,2.66,9.50,82,4400,28.00,33.00,7775,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
143,0,102.00,4,97.20,172.00,65.40,52.50,2340,4,108,3.62,2.66,9.00,94,5200,26.00,32.00,9960,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
144,0,102.00,4,97.00,172.00,65.40,54.30,2385,4,108,3.62,2.66,9.00,82,4800,24.00,25.00,9233,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
145,0,102.00,4,97.00,172.00,65.40,54.30,2510,4,108,3.62,2.66,7.70,111,4800,24.00,29.00,11259,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
146,0,89.00,4,97.00,173.50,65.40,53.00,2290,4,108,3.62,2.66,9.00,82,4800,28.00,32.00,7463,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
147,0,89.00,4,97.00,173.50,65.40,53.00,2455,4,108,3.62,2.66,9.00,94,5200,25.00,31.00,10198,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
148,0,85.00,4,96.90,173.60,65.40,54.90,2420,4,108,3.62,2.66,9.00,82,4800,23.00,29.00,8013,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
149,0,85.00,4,96.90,173.60,65.40,54.90,2650,4,108,3.62,2.66,7.70,111,4800,23.00,23.00,11694,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
150,1,87.00,2,95.70,158.70,63.60,54.50,1985,4,92,3.05,3.03,9.00,62,4800,35.00,39.00,5348,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
151,1,87.00,2,95.70,158.70,63.60,54.50,2040,4,92,3.05,3.03,9.00,62,4800,31.00,38.00,6338,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
152,1,74.00,4,95.70,158.70,63.60,54.50,2015,4,92,3.05,3.03,9.00,62,4800,31.00,38.00,6488,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
153,0,77.00,4,95.70,169.70,63.60,59.10,2280,4,92,3.05,3.03,9.00,62,4800,31.00,37.00,6918,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
154,0,81.00,4,95.70,169.70,63.60,59.10,2290,4,92,3.05,3.03,9.00,62,4800,27.00,32.00,7898,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
155,0,91.00,4,95.70,169.70,63.60,59.10,3110,4,92,3.05,3.03,9.00,62,4800,27.00,32.00,8778,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
156,0,91.00,4,95.70,166.30,64.40,53.00,2081,4,98,3.19,3.03,9.00,70,4800,30.00,37.00,6938,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
157,0,91.00,4,95.70,166.30,64.40,52.80,2109,4,98,3.19,3.03,9.00,70,4800,30.00,37.00,7198,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
158,0,91.00,4,95.70,166.30,64.40,53.00,2275,4,110,3.27,3.35,10.60,56,4500,34.00,36.00,7898,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
159,0,91.00,4,95.70,166.30,64.40,52.80,2275,4,110,3.27,3.35,10.60,56,4500,38.00,47.00,7788,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
160,0,91.00,4,95.70,166.30,64.40,53.00,2094,4,98,3.19,3.03,9.00,70,4800,38.00,47.00,7738,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
161,0,91.00,4,95.70,166.30,64.40,52.80,2122,4,98,3.19,3.03,9.00,70,4800,28.00,34.00,8358,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
162,0,91.00,4,95.70,166.30,64.40,52.80,2140,4,98,3.19,3.03,9.00,70,4800,28.00,34.00,9258,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
163,1,168.00,2,94.50,168.70,64.00,52.60,2169,4,98,3.19,3.03,9.00,70,4800,29.00,34.00,8058,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
164,1,168.00,2,94.50,168.70,64.00,52.60,2204,4,98,3.19,3.03,9.00,70,4800,29.00,34.00,8238,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
165,1,168.00,2,94.50,168.70,64.00,52.60,2265,4,98,3.24,3.08,9.40,112,6550,26.00,29.00,9298,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166,1,168.00,2,94.50,168.70,64.00,52.60,2300,4,98,3.24,3.08,9.40,112,6550,26.00,29.00,9538,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167,2,134.00,2,98.40,176.20,65.60,52.00,2540,4,146,3.62,3.50,9.30,116,4800,24.00,30.00,8449,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
168,2,134.00,2,98.40,176.20,65.60,52.00,2536,4,146,3.62,3.50,9.30,116,4800,24.00,30.00,9639,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
169,2,134.00,2,98.40,176.20,65.60,52.00,2551,4,146,3.62,3.50,9.30,116,4800,24.00,30.00,9989,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
170,2,134.00,2,98.40,176.20,65.60,52.00,2679,4,146,3.62,3.50,9.30,116,4800,24.00,30.00,11199,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
171,2,134.00,2,98.40,176.20,65.60,52.00,2714,4,146,3.62,3.50,9.30,116,4800,24.00,30.00,11549,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
172,2,134.00,2,98.40,176.20,65.60,53.00,2975,4,146,3.62,3.50,9.30,116,4800,24.00,30.00,17669,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
173,-1,65.00,4,102.40,175.60,66.50,54.90,2326,4,122,3.31,3.54,8.70,92,4200,29.00,34.00,8948,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
174,-1,65.00,4,102.40,175.60,66.50,54.90,2480,4,110,3.27,3.35,10.60,73,4500,30.00,33.00,10698,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
175,-1,65.00,4,102.40,175.60,66.50,53.90,2414,4,122,3.31,3.54,8.70,92,4200,27.00,32.00,9988,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
176,-1,65.00,4,102.40,175.60,66.50,54.90,2414,4,122,3.31,3.54,8.70,92,4200,27.00,32.00,10898,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
177,-1,65.00,4,102.40,175.60,66.50,53.90,2458,4,122,3.31,3.54,8.70,92,4200,27.00,32.00,11248,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
178,3,191.00,2,102.90,183.50,67.70,52.00,2976,6,171,3.27,3.35,9.30,161,5200,20.00,24.00,16558,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
179,3,191.00,2,102.90,183.50,67.70,52.00,3016,6,171,3.27,3.35,9.30,161,5200,19.00,24.00,15998,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
180,-1,90.00,4,104.50,187.80,66.50,54.10,3131,6,171,3.27,3.35,9.20,156,5200,20.00,24.00,15690,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
181,-1,122.00,4,104.50,187.80,66.50,54.10,3151,6,161,3.27,3.35,9.20,156,5200,19.00,24.00,15750,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,2,122.00,2,97.30,171.70,65.50,55.70,2261,4,97,3.01,3.40,10.60,52,4800,37.00,46.00,7775,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
183,2,122.00,2,97.30,171.70,65.50,55.70,2209,4,109,3.19,3.40,9.00,85,5250,27.00,34.00,7975,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
184,2,94.00,4,97.30,171.70,65.50,55.70,2264,4,97,3.01,3.40,10.60,52,4800,37.00,46.00,7995,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
185,2,94.00,4,97.30,171.70,65.50,55.70,2212,4,109,3.19,3.40,9.00,85,5250,27.00,34.00,8195,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
186,2,94.00,4,97.30,171.70,65.50,55.70,2275,4,109,3.19,3.40,9.00,85,5250,27.00,34.00,8495,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
187,2,94.00,4,97.30,171.70,65.50,55.70,2319,4,97,3.01,3.40,10.60,68,4500,37.00,42.00,9495,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
188,2,94.00,4,97.30,171.70,65.50,55.70,2300,4,109,3.19,3.40,10.00,100,5500,26.00,32.00,9995,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
189,3,122.00,2,94.50,159.30,64.20,55.60,2254,4,109,3.19,3.40,8.50,90,5500,24.00,29.00,11595,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
190,3,191.00,2,94.50,165.70,64.00,51.40,2221,4,109,3.19,3.40,8.50,90,5500,24.00,29.00,9980,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
191,0,122.00,4,100.40,180.20,66.90,55.10,2661,5,136,3.19,3.40,8.50,110,5500,19.00,24.00,13295,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
192,0,122.00,4,100.40,180.20,66.90,55.10,2579,4,97,3.01,3.40,10.60,68,4500,33.00,38.00,13845,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
193,0,122.00,4,100.40,183.10,66.90,55.10,2563,4,109,3.19,3.40,9.00,88,5500,25.00,31.00,12290,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
194,-2,103.00,4,104.30,188.80,67.20,56.20,2912,4,141,3.78,3.15,9.50,114,5400,23.00,28.00,12940,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
195,-1,74.00,4,104.30,188.80,67.20,57.50,3034,4,141,3.78,3.15,9.50,114,5400,23.00,28.00,13415,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
196,-2,103.00,4,104.30,188.80,67.20,56.20,2935,4,141,3.78,3.15,9.50,114,5400,24.00,28.00,15985,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
197,-1,74.00,4,104.30,188.80,67.20,57.50,3042,4,141,3.78,3.15,9.50,114,5400,24.00,28.00,16515,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
198,-2,103.00,4,104.30,188.80,67.20,56.20,3045,4,130,3.62,3.15,7.50,162,5100,17.00,22.00,18420,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
199,-1,74.00,4,104.30,188.80,67.20,57.50,3157,4,130,3.62,3.15,7.50,162,5100,17.00,22.00,18950,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
200,-1,95.00,4,109.10,188.80,68.90,55.50,2952,4,141,3.78,3.15,9.50,114,5400,23.00,28.00,16845,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
201,-1,95.00,4,109.10,188.80,68.80,55.50,3049,4,141,3.78,3.15,8.70,160,5300,19.00,25.00,19045,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
202,-1,95.00,4,109.10,188.80,68.90,55.50,3012,6,173,3.58,2.87,8.80,134,5500,18.00,23.00,21485,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
203,-1,95.00,4,109.10,188.80,68.90,55.50,3217,6,145,3.01,3.40,10.60,106,4800,26.00,27.00,22470,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
204,-1,95.00,4,109.10,188.80,68.90,55.50,3062,4,141,3.78,3.15,9.50,114,5400,19.00,25.00,22625,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
